Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
15.6,0.281,1.29,-0.743,1.52,ComeHere
15.6,0.247,1.46,0.0474,1.48,ComeHere
15.6,0.171,1.97,1.08,2.26,ComeHere
15.7,0.00595,2.39,1.77,2.98,ComeHere
15.7,-0.087,2.37,1.68,2.91,ComeHere
15.7,-0.0134,2.15,0.956,2.35,ComeHere
15.7,0.184,1.99,0.219,2.01,ComeHere
15.7,0.23,2.31,1.04,2.55,ComeHere
15.7,0.61,2.93,1.7,3.44,ComeHere
15.7,0.318,2.87,2.29,3.69,ComeHere
15.7,0.0322,2.8,2.64,3.84,ComeHere
15.7,-0.0431,3.06,2.29,3.82,ComeHere
15.7,-0.13,2.85,1.64,3.29,ComeHere
15.8,-0.309,2.63,2.13,3.39,ComeHere
15.8,0.0644,3.14,2.87,4.26,ComeHere
15.8,0.144,3.37,3.48,4.84,ComeHere
15.8,-0.126,3.17,3.66,4.84,ComeHere
15.8,-0.274,3.14,3.34,4.59,ComeHere
15.8,-0.309,3.01,2.91,4.2,ComeHere
15.8,-0.379,2.67,2.96,4.01,ComeHere
15.8,-0.272,2.68,3.47,4.39,ComeHere
15.8,-0.167,2.73,3.66,4.57,ComeHere
15.8,-0.293,2.52,3.71,4.49,ComeHere
15.9,-0.315,2.42,3.71,4.43,ComeHere
15.9,-0.362,2.36,3.78,4.48,ComeHere
15.9,-0.43,2.27,4.03,4.64,ComeHere
15.9,-0.413,2.21,4.21,4.77,ComeHere
15.9,-0.35,2.06,4.14,4.64,ComeHere
15.9,-0.404,1.77,4.05,4.43,ComeHere
15.9,-0.312,1.45,4.0,4.27,ComeHere
15.9,-0.171,1.16,4.01,4.18,ComeHere
15.9,-0.074,0.813,3.94,4.03,ComeHere
15.9,0.0233,0.398,3.81,3.83,ComeHere
16.0,0.0691,0.0296,3.63,3.63,ComeHere
16.0,0.0356,-0.293,3.53,3.54,ComeHere
16.0,0.0306,-0.602,3.56,3.61,ComeHere
16.0,0.0104,-0.76,3.58,3.66,ComeHere
16.0,0.0585,-0.998,3.56,3.69,ComeHere
16.0,0.107,-1.27,3.43,3.66,ComeHere
16.0,0.143,-1.47,3.29,3.61,ComeHere
16.0,0.135,-1.54,3.13,3.49,ComeHere
16.0,0.142,-1.76,2.95,3.44,ComeHere
16.0,0.0498,-2.0,2.82,3.46,ComeHere
16.1,-0.0568,-2.12,2.72,3.45,ComeHere
16.1,-0.107,-2.22,2.58,3.41,ComeHere
16.1,-0.141,-2.32,2.29,3.26,ComeHere
16.1,-0.266,-2.46,2.11,3.25,ComeHere
16.1,-0.269,-2.5,2.07,3.26,ComeHere
16.1,-0.234,-2.45,2.14,3.26,ComeHere
16.1,-0.285,-2.41,2.19,3.27,ComeHere
16.1,-0.217,-2.45,2.23,3.32,ComeHere
16.1,-0.204,-2.46,2.26,3.35,ComeHere
16.1,-0.303,-2.49,2.24,3.36,ComeHere
16.2,-0.376,-2.55,2.18,3.37,ComeHere
16.2,-0.39,-2.64,2.0,3.34,ComeHere
16.2,-0.522,-2.81,1.93,3.45,ComeHere
16.2,-0.434,-2.84,2.02,3.51,ComeHere
16.2,-0.279,-2.94,1.88,3.5,ComeHere
16.2,-0.415,-3.03,1.65,3.48,ComeHere
16.2,-0.516,-3.19,0.947,3.37,ComeHere
16.2,-0.808,-3.59,0.191,3.69,ComeHere
16.2,-1.03,-3.94,-0.393,4.09,ComeHere
16.2,-1.07,-4.02,-0.899,4.26,ComeHere
16.2,-0.912,-4.1,-1.3,4.4,ComeHere
16.3,-0.637,-4.3,-1.79,4.7,ComeHere
16.3,-0.245,-4.43,-2.32,5.01,ComeHere
16.3,0.00465,-4.29,-2.75,5.1,ComeHere
16.3,0.162,-4.2,-3.41,5.41,ComeHere
16.3,0.0829,-4.33,-3.96,5.87,ComeHere
16.3,0.0313,-4.61,-4.22,6.25,ComeHere
16.3,0.0877,-4.89,-4.49,6.64,ComeHere
16.3,0.272,-4.96,-4.76,6.88,ComeHere
16.3,0.569,-4.84,-4.99,6.98,ComeHere
16.3,0.94,-4.57,-5.45,7.17,ComeHere
16.4,0.902,-4.24,-5.62,7.1,ComeHere
16.4,0.693,-3.95,-5.6,6.89,ComeHere
16.4,0.651,-3.78,-5.65,6.83,ComeHere
16.4,0.762,-3.6,-5.64,6.73,ComeHere
16.4,0.911,-3.31,-5.64,6.61,ComeHere
16.4,0.883,-3.13,-5.8,6.65,ComeHere
16.4,0.78,-2.97,-5.58,6.37,ComeHere
16.4,0.884,-2.46,-5.16,5.78,ComeHere
16.4,0.777,-2.0,-4.65,5.12,ComeHere
16.4,0.627,-1.62,-4.02,4.38,ComeHere
16.5,0.584,-1.17,-3.16,3.42,ComeHere
16.5,0.584,-0.837,-2.12,2.36,ComeHere
16.5,0.552,-0.692,-1.31,1.58,ComeHere
16.5,0.419,-0.72,-0.882,1.21,ComeHere
16.5,0.187,-1.05,-0.735,1.29,ComeHere
16.5,-0.0825,-1.29,-1.05,1.66,ComeHere
16.5,-0.21,-1.05,-1.53,1.87,ComeHere
16.5,-0.263,-0.513,-1.48,1.59,ComeHere
16.5,-0.23,-0.146,-0.85,0.892,ComeHere
16.5,-0.23,0.219,-0.219,0.386,ComeHere
16.6,-0.2,0.691,0.159,0.737,ComeHere
16.6,-0.347,0.882,0.273,0.986,ComeHere
16.6,-0.419,1.21,0.0598,1.28,ComeHere
16.6,-0.246,1.62,-0.195,1.65,ComeHere
16.6,0.0259,1.74,-0.23,1.76,ComeHere
16.6,0.219,1.74,-0.126,1.76,ComeHere
16.6,0.186,1.97,0.355,2.01,ComeHere
16.6,-0.0161,2.37,0.953,2.55,ComeHere
16.6,-0.142,2.62,1.13,2.85,ComeHere
16.6,-0.0741,2.73,0.966,2.9,ComeHere
16.7,0.148,2.66,0.75,2.77,ComeHere
16.7,0.384,2.69,0.834,2.84,ComeHere
16.7,0.374,2.94,1.45,3.3,ComeHere
16.7,0.257,3.26,2.09,3.88,ComeHere
16.7,-0.00696,3.33,2.49,4.16,ComeHere
16.7,-0.208,3.17,2.38,3.97,ComeHere
16.7,-0.118,2.78,1.55,3.19,ComeHere
16.7,-0.156,2.23,0.819,2.38,ComeHere
16.7,-0.517,1.9,0.962,2.19,ComeHere
16.7,-0.242,2.06,1.84,2.78,ComeHere
16.8,0.111,2.39,2.32,3.33,ComeHere
16.8,-0.0727,2.38,2.61,3.53,ComeHere
16.8,0.0255,2.45,2.83,3.75,ComeHere
16.8,0.217,2.72,2.68,3.82,ComeHere
16.8,0.111,2.44,2.56,3.54,ComeHere
16.8,-0.114,2.39,3.03,3.86,ComeHere
16.8,-0.025,2.48,3.4,4.21,ComeHere
16.8,-0.197,2.33,3.73,4.4,ComeHere
16.8,-0.314,2.17,3.81,4.39,ComeHere
16.8,-0.334,1.95,3.73,4.23,ComeHere
16.9,-0.306,1.82,3.68,4.12,ComeHere
16.9,-0.173,1.79,3.57,4.0,ComeHere
16.9,-0.213,1.71,3.6,3.99,ComeHere
16.9,-0.184,1.66,3.69,4.05,ComeHere
16.9,-0.185,1.59,3.87,4.19,ComeHere
16.9,-0.156,1.46,3.91,4.17,ComeHere
16.9,-0.203,1.32,4.1,4.31,ComeHere
16.9,-0.229,1.27,4.25,4.44,ComeHere
16.9,-0.218,1.12,4.27,4.42,ComeHere
16.9,-0.265,0.806,4.29,4.37,ComeHere
17.0,-0.222,0.429,4.05,4.07,ComeHere
17.0,-0.253,0.0923,3.81,3.81,ComeHere
17.0,-0.298,-0.291,3.64,3.66,ComeHere
17.0,-0.335,-0.591,3.61,3.68,ComeHere
17.0,-0.289,-0.741,3.63,3.71,ComeHere
17.0,-0.223,-0.902,3.65,3.77,ComeHere
17.0,-0.329,-1.05,3.67,3.83,ComeHere
17.0,-0.309,-1.3,3.48,3.73,ComeHere
17.0,-0.37,-1.49,3.4,3.73,ComeHere
17.0,-0.359,-1.68,3.18,3.61,ComeHere
17.1,-0.377,-1.88,2.97,3.53,ComeHere
17.1,-0.497,-1.97,2.79,3.45,ComeHere
17.1,-0.551,-2.17,2.66,3.47,ComeHere
17.1,-0.576,-2.3,2.69,3.58,ComeHere
17.1,-0.511,-2.36,2.75,3.66,ComeHere
17.1,-0.416,-2.51,2.84,3.81,ComeHere
17.1,-0.278,-2.62,2.83,3.87,ComeHere
17.1,-0.187,-2.79,2.5,3.75,ComeHere
17.1,-0.3,-2.96,2.33,3.78,ComeHere
17.1,-0.229,-3.05,2.11,3.72,ComeHere
17.2,-0.144,-3.14,1.95,3.7,ComeHere
17.2,-0.142,-3.18,1.85,3.68,ComeHere
17.2,-0.0665,-3.3,1.65,3.69,ComeHere
17.2,-0.112,-3.53,1.47,3.83,ComeHere
17.2,-0.0959,-3.66,1.25,3.87,ComeHere
17.2,-0.13,-3.78,0.731,3.86,ComeHere
17.2,-0.458,-3.95,0.305,3.99,ComeHere
17.2,-0.523,-3.9,0.218,3.94,ComeHere
17.2,-0.52,-3.84,0.175,3.88,ComeHere
17.2,-0.394,-3.75,0.318,3.78,ComeHere
17.3,-0.119,-4.0,-0.0222,4.0,ComeHere
17.3,-0.145,-4.22,-0.416,4.25,ComeHere
17.3,-0.228,-4.3,-1.18,4.46,ComeHere
17.3,-0.282,-4.19,-1.99,4.65,ComeHere
17.3,-0.328,-3.9,-2.55,4.67,ComeHere
17.3,-0.487,-3.61,-3.05,4.75,ComeHere
17.3,-0.471,-3.71,-3.66,5.23,ComeHere
17.3,-0.303,-3.99,-4.51,6.02,ComeHere
17.3,0.0471,-4.01,-5.1,6.49,ComeHere
17.3,0.427,-3.81,-5.2,6.46,ComeHere
17.4,0.452,-3.78,-5.25,6.48,ComeHere
17.4,0.122,-3.83,-5.4,6.62,ComeHere
17.4,-0.0538,-3.86,-5.77,6.94,ComeHere
17.4,-0.135,-3.88,-6.0,7.15,ComeHere
17.4,-0.0227,-3.98,-6.03,7.23,ComeHere
17.4,0.236,-4.04,-6.05,7.28,ComeHere
17.4,0.505,-3.9,-6.12,7.27,ComeHere
17.4,0.6,-3.7,-6.1,7.16,ComeHere
17.4,0.551,-3.53,-5.72,6.74,ComeHere
17.4,0.573,-3.31,-5.08,6.09,ComeHere
17.5,0.807,-3.19,-4.47,5.55,ComeHere
17.5,0.917,-3.14,-3.58,4.85,ComeHere
17.5,0.895,-3.29,-2.58,4.28,ComeHere
17.5,0.855,-3.29,-1.88,3.88,ComeHere
17.5,0.747,-3.02,-1.47,3.44,ComeHere
17.5,0.389,-2.79,-1.12,3.03,ComeHere
17.5,0.0451,-2.47,-0.983,2.66,ComeHere
17.5,-0.15,-2.07,-1.08,2.33,ComeHere
17.5,-0.0556,-1.77,-1.34,2.23,ComeHere
17.5,0.147,-1.23,-1.4,1.87,ComeHere
17.6,0.322,-0.666,-1.34,1.53,ComeHere
17.6,0.624,-0.247,-1.19,1.36,ComeHere
17.6,0.801,0.309,-0.877,1.23,ComeHere
17.6,0.879,1.05,-0.714,1.54,ComeHere
17.6,0.821,1.64,-0.667,1.95,ComeHere
17.6,0.622,2.18,0.197,2.27,ComeHere
17.6,0.831,2.69,0.98,2.98,ComeHere
17.6,0.815,2.88,1.19,3.22,ComeHere
17.6,0.43,2.67,1.2,2.96,ComeHere
17.6,0.338,2.76,0.638,2.85,ComeHere
17.7,0.288,3.08,0.293,3.11,ComeHere
17.7,0.173,3.44,1.47,3.75,ComeHere
17.7,0.307,4.22,3.35,5.39,ComeHere
17.7,-0.142,4.39,4.46,6.26,ComeHere
17.7,-0.69,3.92,4.24,5.81,ComeHere
17.7,-0.607,3.84,2.87,4.83,ComeHere
17.7,-0.227,3.56,1.54,3.89,ComeHere
17.7,-0.329,3.24,1.54,3.6,ComeHere
17.7,-0.333,3.47,3.3,4.8,ComeHere
17.7,0.0637,3.99,5.15,6.51,ComeHere
17.8,-0.558,4.16,5.45,6.88,ComeHere
17.8,-1.08,4.04,4.68,6.27,ComeHere
17.8,-1.09,3.9,3.55,5.39,ComeHere
17.8,-0.76,3.32,2.55,4.26,ComeHere
17.8,-0.6,2.67,2.49,3.7,ComeHere
17.8,-0.429,2.58,4.1,4.87,ComeHere
17.8,-0.0329,3.04,5.01,5.86,ComeHere
17.8,-0.422,2.86,4.97,5.75,ComeHere
17.8,-0.623,2.38,4.48,5.11,ComeHere
17.8,-0.496,2.11,3.77,4.35,ComeHere
17.9,-0.355,1.61,3.44,3.82,ComeHere
17.9,-0.245,1.21,3.64,3.85,ComeHere
17.9,-0.179,1.28,4.2,4.39,ComeHere
17.9,0.0362,1.13,4.07,4.22,ComeHere
17.9,-0.163,0.698,4.18,4.24,ComeHere
17.9,-0.249,0.713,4.03,4.1,ComeHere
17.9,-0.202,0.528,3.6,3.64,ComeHere
17.9,-0.317,-0.00818,3.36,3.37,ComeHere
17.9,-0.333,-0.434,3.33,3.38,ComeHere
17.9,-0.222,-0.645,3.41,3.48,ComeHere
18.0,-0.154,-0.905,3.6,3.71,ComeHere
18.0,-0.0404,-1.14,3.85,4.02,ComeHere
18.0,-0.0763,-1.32,4.08,4.29,ComeHere
18.0,-0.143,-1.52,4.11,4.38,ComeHere
18.0,-0.267,-1.74,4.03,4.4,ComeHere
18.0,-0.375,-2.02,4.0,4.5,ComeHere
18.0,-0.408,-2.3,3.91,4.55,ComeHere
18.0,-0.315,-2.57,3.81,4.61,ComeHere
18.0,-0.279,-2.78,3.63,4.58,ComeHere
18.0,-0.386,-3.01,3.43,4.58,ComeHere
18.0,-0.417,-3.28,3.28,4.66,ComeHere
18.1,-0.41,-3.43,3.17,4.68,ComeHere
18.1,-0.383,-3.55,3.06,4.7,ComeHere
18.1,-0.422,-3.54,3.02,4.67,ComeHere
18.1,-0.404,-3.45,2.69,4.39,ComeHere
18.1,-0.393,-3.54,2.13,4.15,ComeHere
18.1,-0.33,-3.7,1.74,4.1,ComeHere
18.1,-0.0871,-3.77,1.65,4.11,ComeHere
18.1,0.0578,-3.73,1.87,4.17,ComeHere
18.1,-0.0427,-3.72,2.05,4.25,ComeHere
18.1,-0.38,-3.86,2.01,4.37,ComeHere
18.2,-0.587,-4.06,1.51,4.37,ComeHere
18.2,-0.859,-4.14,0.905,4.32,ComeHere
18.2,-1.06,-4.22,0.472,4.37,ComeHere
18.2,-1.11,-4.42,-0.188,4.56,ComeHere
18.2,-1.15,-4.59,-0.783,4.8,ComeHere
18.2,-0.815,-4.33,-1.56,4.68,ComeHere
18.2,-0.679,-4.37,-2.33,5.0,ComeHere
18.2,-0.82,-4.7,-2.84,5.55,ComeHere
18.2,-0.571,-4.54,-3.5,5.76,ComeHere
18.2,-0.246,-4.01,-4.18,5.8,ComeHere
18.3,-0.11,-3.74,-4.69,6.0,ComeHere
18.3,-0.067,-3.72,-4.93,6.18,ComeHere
18.3,0.0831,-3.65,-5.2,6.35,ComeHere
18.3,0.112,-3.53,-5.63,6.65,ComeHere
18.3,0.112,-3.43,-5.92,6.84,ComeHere
18.3,0.298,-3.29,-6.17,7.0,ComeHere
18.3,0.366,-3.3,-6.26,7.09,ComeHere
18.3,0.347,-3.27,-6.29,7.1,ComeHere
18.3,0.385,-3.05,-6.46,7.15,ComeHere
18.3,0.385,-2.8,-6.57,7.15,ComeHere
18.4,0.492,-2.66,-6.65,7.18,ComeHere
18.4,0.44,-2.57,-6.1,6.64,ComeHere
18.4,0.423,-2.42,-5.33,5.86,ComeHere
18.4,0.374,-2.59,-4.37,5.09,ComeHere
18.4,0.408,-2.97,-3.21,4.39,ComeHere
18.4,0.627,-3.35,-2.32,4.13,ComeHere
18.4,0.574,-3.52,-1.64,3.93,ComeHere
18.4,0.266,-3.54,-1.11,3.72,ComeHere
18.4,-0.0416,-3.53,-0.977,3.66,ComeHere
18.4,-0.388,-3.5,-0.998,3.66,ComeHere
18.5,-0.548,-3.2,-1.02,3.4,ComeHere
18.5,-0.474,-2.7,-1.04,2.93,ComeHere
18.5,-0.286,-2.31,-1.09,2.58,ComeHere
18.5,-0.122,-1.93,-1.09,2.21,ComeHere
18.5,0.235,-1.25,-1.12,1.69,ComeHere
18.5,0.422,-0.603,-1.26,1.46,ComeHere
18.5,0.495,-0.119,-1.3,1.4,ComeHere
18.5,0.497,0.518,-0.951,1.19,ComeHere
18.5,0.414,1.46,-0.434,1.58,ComeHere
18.5,0.283,2.42,0.461,2.48,ComeHere
18.6,0.0902,3.13,1.9,3.66,ComeHere
18.6,0.158,3.33,2.29,4.04,ComeHere
18.6,0.253,3.49,2.09,4.08,ComeHere
18.6,0.205,3.82,1.53,4.12,ComeHere
18.6,0.115,4.09,1.06,4.23,ComeHere
18.6,-0.203,4.36,1.66,4.67,ComeHere
18.6,-0.308,4.48,2.65,5.22,ComeHere
18.6,-0.283,4.46,2.82,5.28,ComeHere
18.6,-0.418,4.2,2.56,4.94,ComeHere
18.6,-0.219,4.06,2.27,4.65,ComeHere
18.7,-0.267,4.14,2.44,4.81,ComeHere
18.7,-0.307,4.4,2.85,5.25,ComeHere
18.7,-0.277,4.44,2.9,5.31,ComeHere
18.7,-0.465,3.89,2.88,4.86,ComeHere
18.7,-0.296,3.13,2.29,3.89,ComeHere
18.7,0.0668,2.72,1.52,3.12,ComeHere
18.7,0.104,2.42,1.34,2.77,ComeHere
18.7,-0.0731,2.37,2.67,3.57,ComeHere
18.7,0.168,3.06,3.85,4.92,ComeHere
18.7,0.23,3.28,4.15,5.29,ComeHere
18.8,0.195,2.62,3.87,4.67,ComeHere
18.8,0.0022,1.98,3.61,4.11,ComeHere
18.8,-0.0279,1.58,2.95,3.35,ComeHere
18.8,-0.377,1.44,3.36,3.67,ComeHere
18.8,-0.417,1.69,4.34,4.68,ComeHere
18.8,-0.258,1.7,4.97,5.26,ComeHere
18.8,-0.378,1.66,5.49,5.75,ComeHere
18.8,-0.494,1.54,5.35,5.59,ComeHere
18.8,-0.65,1.15,4.91,5.09,ComeHere
18.8,-0.556,0.634,4.38,4.46,ComeHere
18.9,-0.422,0.235,4.2,4.23,ComeHere
18.9,-0.372,-0.0264,4.22,4.24,ComeHere
18.9,-0.376,-0.278,4.09,4.12,ComeHere
18.9,-0.313,-0.709,3.93,4.0,ComeHere
18.9,-0.388,-1.0,3.88,4.03,ComeHere
18.9,-0.234,-1.22,3.73,3.93,ComeHere
18.9,-0.112,-1.62,3.51,3.87,ComeHere
18.9,-0.0503,-1.91,3.37,3.87,ComeHere
18.9,0.0405,-1.99,3.18,3.76,ComeHere
18.9,0.0934,-2.25,2.98,3.73,ComeHere
19.0,0.0521,-2.42,2.87,3.75,ComeHere
19.0,-0.167,-2.37,2.91,3.75,ComeHere
19.0,-0.435,-2.33,2.8,3.67,ComeHere
19.0,-0.625,-2.32,2.8,3.69,ComeHere
19.0,-0.655,-2.24,2.76,3.61,ComeHere
19.0,-0.667,-2.3,2.58,3.52,ComeHere
19.0,-0.693,-2.56,2.35,3.54,ComeHere
19.0,-0.696,-2.83,2.2,3.65,ComeHere
19.0,-0.687,-2.83,2.18,3.64,ComeHere
19.0,-0.599,-2.83,2.24,3.66,ComeHere
19.1,-0.486,-2.94,2.44,3.85,ComeHere
19.1,-0.468,-2.95,2.62,3.97,ComeHere
19.1,-0.571,-2.93,2.72,4.03,ComeHere
19.1,-0.711,-2.98,2.75,4.12,ComeHere
19.1,-0.758,-2.96,2.47,3.93,ComeHere
19.1,-0.817,-3.05,2.05,3.76,ComeHere
19.1,-0.773,-3.28,1.57,3.71,ComeHere
19.1,-0.81,-3.55,1.24,3.85,ComeHere
19.1,-0.728,-3.57,0.896,3.75,ComeHere
19.1,-0.581,-3.51,0.618,3.61,ComeHere
19.2,-0.396,-3.54,0.26,3.57,ComeHere
19.2,-0.208,-3.62,-0.202,3.63,ComeHere
19.2,-0.0745,-3.63,-0.709,3.7,ComeHere
19.2,0.0659,-3.46,-1.18,3.66,ComeHere
19.2,0.106,-3.28,-1.44,3.58,ComeHere
19.2,0.0444,-3.27,-1.64,3.66,ComeHere
19.2,-0.0702,-3.49,-1.92,3.98,ComeHere
19.2,0.172,-3.58,-2.48,4.36,ComeHere
19.2,0.526,-3.62,-3.13,4.81,ComeHere
19.2,0.764,-3.52,-3.99,5.38,ComeHere
19.3,1.01,-3.36,-4.92,6.04,ComeHere
19.3,1.21,-3.29,-5.56,6.57,ComeHere
19.3,1.35,-3.05,-5.9,6.78,ComeHere
19.3,1.48,-2.56,-5.96,6.65,ComeHere
19.3,1.39,-2.11,-5.72,6.25,ComeHere
19.3,1.28,-1.69,-5.34,5.74,ComeHere
19.3,1.26,-1.5,-5.24,5.6,ComeHere
19.3,1.08,-1.44,-5.14,5.45,ComeHere
19.3,0.984,-1.41,-5.46,5.72,ComeHere
19.3,0.867,-1.4,-5.83,6.05,ComeHere
19.4,0.896,-1.41,-5.84,6.07,ComeHere
19.4,1.0,-1.55,-5.35,5.66,ComeHere
19.4,1.07,-1.72,-4.51,4.94,ComeHere
19.4,1.06,-1.86,-3.52,4.12,ComeHere
19.4,0.851,-2.0,-2.52,3.33,ComeHere
19.4,0.665,-1.97,-1.6,2.63,ComeHere
19.4,0.405,-1.88,-0.917,2.13,ComeHere
19.4,0.12,-1.95,-0.528,2.02,ComeHere
19.4,-0.218,-2.1,-0.38,2.14,ComeHere
19.4,-0.461,-2.16,-0.43,2.25,ComeHere
19.5,-0.541,-2.11,-0.718,2.29,ComeHere
19.5,-0.426,-1.83,-1.14,2.2,ComeHere
19.5,-0.312,-1.54,-1.12,1.93,ComeHere
19.5,-0.208,-1.31,-1.09,1.72,ComeHere
19.5,-0.0056,-1.06,-1.2,1.6,ComeHere
19.5,0.115,-0.846,-1.32,1.57,ComeHere
19.5,0.0656,-0.441,-1.16,1.24,ComeHere
19.5,0.0894,-0.158,-1.09,1.11,ComeHere
19.5,0.0843,0.0924,-1.01,1.02,ComeHere
19.5,0.0938,0.252,-0.794,0.838,ComeHere
19.6,0.0671,0.208,-0.505,0.55,ComeHere
19.6,0.00737,0.368,0.139,0.394,ComeHere
19.6,0.112,0.556,0.196,0.6,ComeHere
19.6,0.0317,0.541,-0.201,0.578,ComeHere
19.6,-0.0428,0.59,-0.641,0.872,ComeHere
19.6,-0.0448,0.856,-0.503,0.994,ComeHere
19.6,0.169,1.42,0.276,1.46,ComeHere
19.6,0.272,1.82,1.05,2.12,ComeHere
19.6,0.177,1.64,1.46,2.21,ComeHere
19.6,0.272,1.42,1.24,1.9,ComeHere
19.7,0.158,1.41,0.92,1.69,ComeHere
19.7,-0.0707,1.56,0.731,1.72,ComeHere
19.7,-0.185,1.54,0.767,1.73,ComeHere
19.7,-0.131,1.87,1.56,2.44,ComeHere
19.7,0.0673,1.75,1.52,2.32,ComeHere
19.7,0.205,1.11,1.12,1.6,ComeHere
19.7,0.434,0.474,0.389,0.751,ComeHere
19.7,0.327,0.275,-0.31,0.528,ComeHere
19.7,0.121,0.177,-0.67,0.703,ComeHere
19.7,-0.259,-0.058,-0.598,0.655,ComeHere
19.7,-0.423,-0.0913,0.107,0.445,ComeHere
19.8,-0.134,0.0725,0.63,0.648,ComeHere
19.8,0.0795,0.295,1.03,1.08,ComeHere
19.8,0.244,0.107,0.948,0.984,ComeHere
19.8,0.151,-0.103,0.759,0.781,ComeHere
19.8,0.144,-0.237,0.342,0.44,ComeHere
19.8,0.0116,-0.454,-0.12,0.47,ComeHere
19.8,-0.354,-0.472,-0.202,0.624,ComeHere
19.8,-0.361,-0.221,-0.108,0.436,ComeHere
19.8,-0.369,-0.274,0.0962,0.47,ComeHere
19.8,-0.355,-0.504,0.609,0.866,ComeHere
19.9,-0.231,-0.473,0.79,0.949,ComeHere
19.9,-0.0793,-0.544,0.524,0.76,ComeHere
19.9,-0.0832,-1.04,0.0672,1.04,ComeHere
19.9,-0.116,-1.37,-0.244,1.4,ComeHere
19.9,-0.247,-1.18,-0.0912,1.21,ComeHere
19.9,-0.458,-0.896,0.381,1.08,ComeHere
19.9,-0.681,-0.659,0.991,1.37,ComeHere
19.9,-0.495,-0.718,0.882,1.24,ComeHere
19.9,-0.304,-0.987,0.788,1.3,ComeHere
19.9,-0.171,-1.04,0.95,1.42,ComeHere
20.0,-0.115,-0.901,0.994,1.35,ComeHere
20.0,-0.0884,-0.773,1.03,1.29,ComeHere
20.0,-0.0325,-0.882,0.838,1.22,ComeHere
20.0,0.00614,-1.27,0.743,1.47,ComeHere
20.0,-0.229,-1.43,0.675,1.6,ComeHere
20.0,-0.53,-1.55,0.573,1.73,ComeHere
20.0,-0.724,-1.34,0.806,1.72,ComeHere
20.0,-0.521,-0.46,1.11,1.31,ComeHere
20.0,-0.432,-0.132,1.1,1.19,ComeHere
20.0,-0.515,-0.619,0.994,1.28,ComeHere
20.1,-0.38,-0.949,0.739,1.26,ComeHere
20.1,-0.143,-1.12,0.491,1.23,ComeHere
20.1,-0.357,-1.35,3.1,3.4,ComeHere
20.1,-1.05,-0.112,1.05,1.49,ComeHere
20.1,0.662,-0.775,0.958,1.4,ComeHere
20.1,1.03,-0.15,0.629,1.22,ComeHere
20.1,0.312,-0.106,0.299,0.445,ComeHere
20.1,-0.547,-0.632,0.459,0.953,ComeHere
20.1,-0.34,-0.718,-0.0508,0.796,ComeHere
20.1,-0.178,-0.696,-0.208,0.748,ComeHere
20.2,-0.293,-0.463,0.424,0.693,ComeHere
20.2,0.175,0.144,0.431,0.487,ComeHere
20.2,-0.0579,0.16,0.409,0.443,ComeHere
20.2,-0.256,-0.00303,0.282,0.381,ComeHere
20.2,-0.0608,-0.346,0.207,0.408,ComeHere
20.2,0.112,-0.553,0.145,0.582,ComeHere
20.2,0.172,-0.326,0.0636,0.374,ComeHere
20.2,-0.0764,-0.143,-0.0129,0.162,ComeHere
20.2,-0.406,-0.172,0.02,0.441,ComeHere
20.2,-0.275,-0.057,0.0483,0.285,ComeHere
20.3,-0.117,0.124,0.104,0.199,ComeHere
20.3,-0.0304,0.0634,0.0281,0.0757,ComeHere
20.3,-0.00821,-0.175,0.0947,0.2,ComeHere
20.3,-0.096,-0.416,0.0376,0.428,ComeHere
20.3,-0.192,-0.394,0.0151,0.439,ComeHere
20.3,-0.114,-0.0448,-0.0264,0.125,ComeHere
20.3,-0.0785,-0.146,-0.0215,0.167,ComeHere
20.3,-0.0226,-0.351,-0.0889,0.363,ComeHere
20.3,0.0805,-0.0312,-0.232,0.248,ComeHere
20.3,0.0891,-0.0455,-0.291,0.308,ComeHere
20.4,0.0927,-0.0746,-0.386,0.404,ComeHere
20.4,0.0545,0.0433,-0.484,0.489,ComeHere
20.4,0.0409,0.0526,-0.607,0.611,ComeHere
20.4,0.0195,-0.0068,-0.791,0.791,ComeHere
20.4,0.0149,-0.278,-0.981,1.02,ComeHere
20.4,0.248,-0.123,1.97,1.99,ComeHere
20.4,0.52,-0.232,2.48,2.54,ComeHere
20.4,-0.452,0.504,1.12,1.31,ComeHere
20.4,-0.396,0.4,6.8,6.82,ComeHere
20.4,0.265,-0.392,-0.613,0.774,ComeHere
20.5,-0.0317,-0.36,-0.493,0.612,ComeHere
20.5,-0.00256,-0.0076,0.255,0.255,ComeHere
20.5,-0.0008,-0.026,-0.0689,0.0737,ComeHere
20.5,-0.0553,0.00826,0.0982,0.113,ComeHere
20.5,0.0703,-0.00899,-0.11,0.131,ComeHere
20.5,0.0343,-0.0696,0.134,0.154,ComeHere
20.5,0.186,0.0909,-0.382,0.434,ComeHere
20.5,0.0779,0.053,0.417,0.427,ComeHere
20.5,-0.000282,-0.0732,-0.389,0.396,ComeHere
20.5,0.0601,-0.0239,0.327,0.334,ComeHere
20.6,0.0427,0.0238,-0.389,0.392,ComeHere
20.6,0.0161,-0.0218,0.273,0.275,ComeHere
20.6,-0.051,-0.0638,-0.174,0.192,ComeHere
