Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
8.03,0.521,2.52,2.23,3.4,Circle
8.04,0.519,2.45,2.13,3.29,Circle
8.05,0.619,2.39,2.24,3.33,Circle
8.06,0.922,2.28,2.41,3.44,Circle
8.07,1.17,2.15,2.49,3.49,Circle
8.08,1.22,2.03,2.42,3.38,Circle
8.09,1.26,1.97,2.25,3.25,Circle
8.1,1.44,1.94,2.21,3.28,Circle
8.11,1.66,1.83,2.29,3.37,Circle
8.12,1.97,1.6,2.37,3.47,Circle
8.13,2.28,1.46,2.31,3.56,Circle
8.14,2.42,1.47,2.15,3.55,Circle
8.15,2.34,1.52,2.07,3.48,Circle
8.16,2.2,1.48,2.17,3.42,Circle
8.17,2.3,1.21,2.36,3.51,Circle
8.18,2.65,0.819,2.31,3.61,Circle
8.19,2.89,0.521,1.93,3.52,Circle
8.2,2.81,0.387,1.36,3.14,Circle
8.21,2.51,0.363,0.93,2.7,Circle
8.22,2.35,0.409,0.923,2.56,Circle
8.23,2.64,0.457,1.28,2.97,Circle
8.24,2.99,0.325,1.69,3.45,Circle
8.25,3.03,0.111,1.85,3.56,Circle
8.26,2.76,-0.00832,1.72,3.25,Circle
8.27,2.44,-0.1,1.4,2.81,Circle
8.28,2.3,-0.155,1.21,2.6,Circle
8.29,2.32,-0.299,1.26,2.66,Circle
8.3,2.52,-0.512,1.44,2.94,Circle
8.31,2.63,-0.681,1.55,3.13,Circle
8.32,2.47,-0.775,1.49,2.99,Circle
8.33,2.34,-0.946,1.32,2.85,Circle
8.34,2.43,-1.15,1.15,2.92,Circle
8.35,2.59,-1.32,1.01,3.08,Circle
8.36,2.65,-1.41,0.997,3.16,Circle
8.37,2.71,-1.5,1.13,3.3,Circle
8.38,2.79,-1.68,1.28,3.5,Circle
8.39,2.68,-1.91,1.28,3.53,Circle
8.4,2.34,-2.12,1.07,3.33,Circle
8.41,2.02,-2.33,0.779,3.18,Circle
8.42,1.87,-2.58,0.52,3.23,Circle
8.43,1.75,-2.77,0.29,3.29,Circle
8.44,1.83,-2.8,0.254,3.36,Circle
8.45,2.04,-2.91,0.354,3.57,Circle
8.46,2.07,-3.14,0.428,3.78,Circle
8.47,1.95,-3.37,0.353,3.91,Circle
8.48,1.79,-3.56,0.126,3.99,Circle
8.49,1.58,-3.61,-0.198,3.95,Circle
8.5,1.32,-3.65,-0.432,3.91,Circle
8.51,1.09,-3.67,-0.467,3.85,Circle
8.52,0.958,-3.7,-0.28,3.83,Circle
8.53,0.87,-3.76,0.00579,3.86,Circle
8.54,0.842,-3.88,0.172,3.97,Circle
8.55,0.781,-4.03,0.102,4.11,Circle
8.56,0.744,-4.16,-0.092,4.23,Circle
8.57,0.606,-4.26,-0.404,4.32,Circle
8.58,0.353,-4.29,-0.741,4.37,Circle
8.59,-0.0186,-4.26,-0.935,4.37,Circle
8.6,-0.345,-4.23,-0.924,4.34,Circle
8.61,-0.559,-4.27,-0.709,4.36,Circle
8.62,-0.56,-4.4,-0.529,4.47,Circle
8.63,-0.535,-4.64,-0.502,4.7,Circle
8.64,-0.676,-4.88,-0.683,4.98,Circle
8.65,-1.07,-4.96,-1.12,5.2,Circle
8.66,-1.66,-5.0,-1.58,5.5,Circle
8.67,-2.32,-4.99,-1.85,5.81,Circle
8.68,-2.92,-4.92,-1.92,6.04,Circle
8.69,-3.3,-4.94,-1.83,6.22,Circle
8.7,-3.49,-5.02,-1.79,6.37,Circle
8.71,-3.54,-4.96,-1.9,6.38,Circle
8.72,-3.31,-4.57,-2.02,6.0,Circle
8.73,-2.87,-4.16,-2.03,5.45,Circle
8.74,-2.53,-3.89,-1.96,5.04,Circle
8.75,-2.46,-3.64,-1.8,4.74,Circle
8.76,-2.6,-3.34,-1.51,4.49,Circle
8.77,-2.7,-2.96,-1.0,4.13,Circle
8.78,-2.73,-2.44,-0.33,3.67,Circle
8.79,-2.61,-1.84,0.334,3.21,Circle
8.8,-2.36,-1.43,0.648,2.83,Circle
8.81,-2.31,-1.2,0.568,2.66,Circle
8.82,-2.72,-1.0,0.288,2.91,Circle
8.83,-3.49,-0.761,0.169,3.58,Circle
8.84,-4.23,-0.493,0.389,4.27,Circle
8.85,-4.74,-0.296,0.717,4.8,Circle
8.86,-4.87,-0.00409,0.842,4.94,Circle
8.87,-4.39,0.371,0.733,4.47,Circle
8.88,-3.76,0.694,0.62,3.88,Circle
8.89,-3.55,1.15,0.6,3.78,Circle
8.9,-3.98,1.59,0.892,4.37,Circle
8.91,-4.73,1.89,1.5,5.31,Circle
8.92,-5.41,1.99,2.1,6.13,Circle
8.93,-5.76,2.33,2.34,6.64,Circle
8.94,-5.4,2.77,2.1,6.42,Circle
8.95,-4.84,2.95,1.85,5.97,Circle
8.96,-4.49,2.96,1.73,5.65,Circle
8.97,-4.38,2.99,1.41,5.49,Circle
8.98,-4.52,3.03,1.16,5.57,Circle
8.99,-4.42,3.12,1.06,5.51,Circle
9.0,-3.71,3.25,1.21,5.08,Circle
9.01,-2.89,3.47,1.63,4.8,Circle
9.02,-2.22,3.73,2.01,4.78,Circle
9.03,-1.81,3.78,2.14,4.71,Circle
9.05,-1.84,3.75,2.05,4.65,Circle
9.06,-2.12,3.74,1.78,4.65,Circle
9.07,-2.28,3.87,1.55,4.75,Circle
9.08,-1.77,3.9,1.59,4.57,Circle
9.09,-0.975,3.62,1.73,4.13,Circle
9.1,-0.438,3.27,1.79,3.75,Circle
9.11,-0.275,3.04,1.64,3.47,Circle
9.12,-0.558,2.95,1.37,3.3,Circle
9.13,-0.68,2.97,0.972,3.2,Circle
9.14,-0.271,3.05,0.75,3.15,Circle
9.15,0.281,3.12,0.886,3.25,Circle
9.16,0.684,3.16,1.34,3.5,Circle
9.17,0.869,3.18,1.95,3.83,Circle
9.18,1.05,3.28,2.49,4.25,Circle
9.19,1.3,3.42,2.87,4.65,Circle
9.2,1.67,3.45,3.0,4.87,Circle
9.21,2.05,3.38,2.92,4.91,Circle
9.22,2.28,3.18,2.69,4.75,Circle
9.23,2.3,3.0,2.53,4.55,Circle
9.24,2.26,2.91,2.46,4.43,Circle
9.25,2.47,2.9,2.58,4.6,Circle
9.26,2.76,2.87,2.8,4.87,Circle
9.27,2.92,2.69,2.95,4.95,Circle
9.28,2.86,2.37,2.85,4.69,Circle
9.29,2.41,2.04,2.48,4.02,Circle
9.3,1.84,1.75,1.99,3.22,Circle
9.31,1.54,1.47,1.68,2.72,Circle
9.32,1.59,1.26,1.68,2.63,Circle
9.33,1.79,1.16,1.95,2.89,Circle
9.34,1.92,1.04,2.36,3.21,Circle
9.35,1.88,0.978,2.64,3.39,Circle
9.36,1.93,0.882,2.7,3.44,Circle
9.37,2.22,0.758,2.5,3.43,Circle
9.38,2.48,0.52,2.32,3.43,Circle
9.39,2.53,0.189,2.36,3.46,Circle
9.4,2.57,-0.057,2.41,3.53,Circle
9.41,2.65,-0.226,2.46,3.62,Circle
9.42,2.74,-0.36,2.31,3.6,Circle
9.43,2.8,-0.507,2.05,3.5,Circle
9.44,2.81,-0.712,1.91,3.47,Circle
9.45,2.82,-0.92,1.78,3.46,Circle
9.46,2.8,-1.06,1.61,3.4,Circle
9.47,2.62,-1.19,1.5,3.24,Circle
9.48,2.33,-1.35,1.41,3.04,Circle
9.49,2.12,-1.53,1.29,2.92,Circle
9.5,2.22,-1.6,1.16,2.98,Circle
9.51,2.49,-1.66,1.11,3.19,Circle
9.52,2.78,-1.82,1.31,3.57,Circle
9.53,3.13,-1.91,1.45,3.94,Circle
9.54,3.31,-1.94,1.55,4.14,Circle
9.55,3.16,-2.02,1.6,4.07,Circle
9.56,2.89,-2.12,1.54,3.9,Circle
9.57,2.59,-2.37,1.44,3.79,Circle
9.58,2.33,-2.73,1.25,3.8,Circle
9.59,2.15,-3.06,0.983,3.87,Circle
9.6,2.08,-3.33,0.719,3.99,Circle
9.61,2.02,-3.43,0.582,4.02,Circle
9.62,1.82,-3.34,0.601,3.85,Circle
9.63,1.71,-3.26,0.723,3.75,Circle
9.64,1.64,-3.37,0.766,3.83,Circle
9.65,1.49,-3.58,0.626,3.93,Circle
9.66,1.4,-3.66,0.315,3.94,Circle
9.67,1.53,-3.83,-0.0376,4.12,Circle
9.68,1.6,-4.01,-0.26,4.33,Circle
9.69,1.55,-4.0,-0.297,4.3,Circle
9.7,1.56,-3.81,-0.214,4.13,Circle
9.71,1.65,-3.7,-0.119,4.06,Circle
9.72,1.63,-3.76,-0.0403,4.1,Circle
9.73,1.35,-3.9,-0.0741,4.13,Circle
9.74,0.926,-4.08,-0.265,4.19,Circle
9.75,0.524,-4.2,-0.447,4.26,Circle
9.76,0.175,-4.24,-0.528,4.28,Circle
9.77,-0.111,-4.24,-0.418,4.26,Circle
9.78,-0.233,-4.2,-0.272,4.22,Circle
9.79,-0.34,-4.17,-0.232,4.19,Circle
9.8,-0.581,-4.16,-0.371,4.22,Circle
9.81,-0.857,-4.25,-0.575,4.37,Circle
9.82,-1.07,-4.24,-0.699,4.43,Circle
9.83,-1.18,-4.2,-0.752,4.43,Circle
9.84,-1.22,-4.12,-0.63,4.35,Circle
9.85,-1.19,-4.03,-0.382,4.22,Circle
9.86,-1.22,-3.87,-0.159,4.06,Circle
9.87,-1.36,-3.82,-0.167,4.06,Circle
9.88,-1.65,-3.98,-0.346,4.32,Circle
9.89,-2.26,-4.22,-0.62,4.83,Circle
9.9,-3.15,-4.47,-0.896,5.54,Circle
9.91,-3.97,-4.54,-1.2,6.14,Circle
9.92,-4.37,-4.37,-1.27,6.31,Circle
9.93,-4.31,-3.99,-1.03,5.96,Circle
9.94,-3.87,-3.47,-0.613,5.24,Circle
9.95,-3.51,-3.11,-0.186,4.69,Circle
9.96,-3.25,-2.81,0.105,4.3,Circle
9.97,-3.0,-2.58,0.247,3.96,Circle
9.98,-2.8,-2.46,0.364,3.74,Circle
9.99,-2.68,-2.17,0.43,3.47,Circle
10.0,-2.97,-1.69,0.376,3.43,Circle
10.0,-3.64,-1.31,0.275,3.87,Circle
10.0,-4.27,-1.06,0.0408,4.4,Circle
10.0,-4.59,-0.946,-0.116,4.69,Circle
10.0,-4.57,-0.732,-0.16,4.63,Circle
10.0,-4.19,-0.307,-0.0356,4.2,Circle
10.1,-3.72,0.152,0.342,3.73,Circle
10.1,-3.29,0.548,0.794,3.43,Circle
10.1,-3.07,0.908,1.08,3.38,Circle
10.1,-3.31,0.958,1.12,3.62,Circle
10.1,-4.02,1.02,0.893,4.25,Circle
10.1,-4.49,1.26,0.331,4.68,Circle
10.1,-4.15,1.57,-0.212,4.44,Circle
10.1,-3.22,1.81,-0.161,3.7,Circle
10.1,-2.49,2.05,0.224,3.23,Circle
10.1,-2.48,2.19,0.798,3.4,Circle
10.2,-2.96,2.15,1.44,3.93,Circle
10.2,-3.84,2.13,1.69,4.7,Circle
10.2,-4.77,2.36,1.19,5.45,Circle
10.2,-5.08,2.61,0.392,5.73,Circle
10.2,-4.61,2.82,0.00178,5.4,Circle
10.2,-3.71,2.85,0.291,4.68,Circle
10.2,-2.96,2.83,0.926,4.2,Circle
10.2,-2.67,2.95,1.69,4.32,Circle
10.2,-2.86,3.24,2.04,4.78,Circle
10.2,-2.95,3.58,1.74,4.95,Circle
10.3,-2.55,3.73,1.33,4.71,Circle
10.3,-2.2,3.59,1.19,4.37,Circle
10.3,-1.96,3.42,1.24,4.13,Circle
10.3,-1.81,3.34,1.45,4.06,Circle
10.3,-1.64,3.33,1.68,4.08,Circle
10.3,-1.29,3.39,1.77,4.04,Circle
10.3,-0.911,3.52,1.89,4.09,Circle
10.3,-0.475,3.76,2.04,4.31,Circle
10.3,0.0328,3.85,2.27,4.47,Circle
10.3,0.446,3.74,2.59,4.57,Circle
10.4,0.685,3.59,2.69,4.53,Circle
10.4,0.965,3.61,2.49,4.49,Circle
10.4,1.41,3.68,2.26,4.54,Circle
10.4,1.96,3.63,2.31,4.73,Circle
10.4,2.46,3.63,2.54,5.07,Circle
10.4,2.74,3.7,2.87,5.43,Circle
10.4,2.7,3.73,3.18,5.6,Circle
10.4,2.36,3.53,3.38,5.43,Circle
10.4,2.0,3.26,3.26,5.02,Circle
10.5,1.99,3.0,2.86,4.6,Circle
10.5,2.25,2.75,2.4,4.29,Circle
10.5,2.48,2.49,2.2,4.15,Circle
10.5,2.54,2.34,2.22,4.1,Circle
10.5,2.41,2.09,2.37,3.98,Circle
10.5,2.19,1.9,2.51,3.84,Circle
10.5,1.95,1.74,2.6,3.69,Circle
10.5,1.89,1.53,2.65,3.59,Circle
10.5,2.06,1.39,2.61,3.6,Circle
10.5,2.3,1.23,2.5,3.61,Circle
10.6,2.54,1.07,2.41,3.66,Circle
10.6,2.67,0.976,2.34,3.68,Circle
10.6,2.71,0.832,2.28,3.64,Circle
10.6,2.82,0.619,2.3,3.7,Circle
10.6,3.09,0.429,2.46,3.97,Circle
10.6,3.37,0.245,2.63,4.28,Circle
10.6,3.69,0.0891,2.7,4.57,Circle
10.6,3.96,-0.0503,2.67,4.78,Circle
10.6,4.03,-0.287,2.46,4.73,Circle
10.6,3.88,-0.589,2.1,4.45,Circle
10.7,3.87,-0.893,1.74,4.34,Circle
10.7,3.99,-1.26,1.58,4.47,Circle
10.7,4.03,-1.57,1.59,4.61,Circle
10.7,4.07,-1.76,1.73,4.76,Circle
10.7,4.07,-1.85,1.73,4.8,Circle
10.7,4.02,-1.94,1.62,4.75,Circle
10.7,3.77,-2.07,1.5,4.55,Circle
10.7,3.33,-2.27,1.56,4.32,Circle
10.7,3.04,-2.52,1.66,4.28,Circle
10.7,2.93,-2.92,1.72,4.49,Circle
10.8,2.85,-3.24,1.76,4.66,Circle
10.8,2.52,-3.41,1.66,4.55,Circle
10.8,1.97,-3.61,1.4,4.34,Circle
10.8,1.36,-3.82,0.992,4.17,Circle
10.8,1.07,-4.1,0.54,4.27,Circle
10.8,1.06,-4.37,0.143,4.5,Circle
10.8,1.23,-4.54,-0.144,4.71,Circle
10.8,1.31,-4.62,-0.249,4.81,Circle
10.8,1.22,-4.62,-0.127,4.78,Circle
10.8,1.02,-4.58,0.047,4.69,Circle
10.9,0.759,-4.57,0.116,4.64,Circle
10.9,0.465,-4.65,0.0353,4.68,Circle
10.9,0.247,-4.74,-0.125,4.75,Circle
10.9,0.121,-4.84,-0.294,4.85,Circle
10.9,0.0539,-4.91,-0.336,4.92,Circle
10.9,-0.113,-4.91,-0.258,4.92,Circle
10.9,-0.302,-4.85,-0.185,4.86,Circle
10.9,-0.549,-4.85,-0.337,4.9,Circle
10.9,-0.806,-4.85,-0.683,4.96,Circle
10.9,-1.02,-4.91,-1.02,5.11,Circle
11.0,-1.12,-4.9,-1.19,5.16,Circle
11.0,-1.0,-4.85,-1.19,5.1,Circle
11.0,-0.732,-4.9,-1.03,5.06,Circle
11.0,-0.583,-4.96,-0.824,5.06,Circle
11.0,-0.855,-5.04,-0.807,5.18,Circle
11.0,-1.71,-5.14,-0.982,5.51,Circle
11.0,-2.85,-5.2,-1.29,6.07,Circle
11.0,-3.87,-5.26,-1.54,6.71,Circle
11.0,-4.47,-5.22,-1.57,7.05,Circle
11.0,-4.58,-4.95,-1.44,6.9,Circle
11.1,-4.34,-4.6,-1.31,6.46,Circle
11.1,-4.15,-4.16,-1.26,6.01,Circle
11.1,-4.11,-3.67,-1.16,5.64,Circle
11.1,-4.2,-3.34,-0.923,5.45,Circle
11.1,-4.06,-3.18,-0.642,5.2,Circle
11.1,-3.7,-2.94,-0.526,4.75,Circle
11.1,-3.49,-2.62,-0.408,4.39,Circle
11.1,-3.78,-2.17,-0.209,4.37,Circle
11.1,-4.44,-1.62,-0.0137,4.73,Circle
11.1,-5.07,-1.03,0.195,5.18,Circle
11.2,-5.28,-0.42,0.4,5.31,Circle
11.2,-4.76,-0.117,0.657,4.8,Circle
11.2,-3.95,-0.136,0.786,4.03,Circle
11.2,-3.61,-0.0165,0.608,3.66,Circle
11.2,-3.82,0.433,0.328,3.86,Circle
11.2,-4.28,1.19,0.263,4.45,Circle
11.2,-4.63,1.68,0.403,4.94,Circle
11.2,-5.05,1.51,0.633,5.31,Circle
11.2,-5.52,1.14,0.661,5.68,Circle
11.2,-5.95,1.08,0.336,6.05,Circle
11.3,-6.25,1.46,-0.1,6.42,Circle
11.3,-6.01,1.98,-0.315,6.33,Circle
11.3,-5.48,2.56,-0.0875,6.05,Circle
11.3,-4.76,3.11,0.645,5.73,Circle
11.3,-4.05,3.35,1.5,5.47,Circle
11.3,-3.9,3.37,2.31,5.65,Circle
11.3,-4.39,3.47,2.65,6.19,Circle
11.3,-4.99,3.84,2.36,6.72,Circle
11.3,-4.56,4.14,1.93,6.46,Circle
11.3,-3.23,4.22,1.78,5.61,Circle
11.4,-1.94,4.28,1.76,5.01,Circle
11.4,-1.49,4.32,2.0,4.99,Circle
11.4,-1.7,4.43,2.35,5.29,Circle
11.4,-1.87,4.38,2.54,5.4,Circle
11.4,-1.92,4.3,2.46,5.31,Circle
11.4,-1.5,4.51,2.21,5.24,Circle
11.4,-0.549,4.62,2.14,5.12,Circle
11.4,0.2,4.4,2.5,5.06,Circle
11.4,0.34,4.27,3.1,5.28,Circle
11.4,0.222,4.4,3.56,5.67,Circle
11.5,0.172,4.52,3.85,5.94,Circle
11.5,0.439,4.48,3.95,5.99,Circle
11.5,1.06,4.4,3.96,6.01,Circle
11.5,1.62,4.16,3.99,5.99,Circle
11.5,2.0,3.97,3.93,5.94,Circle
11.5,2.38,3.98,3.85,6.03,Circle
11.5,2.74,3.98,3.76,6.13,Circle
11.5,3.18,3.88,3.84,6.32,Circle
11.5,3.59,3.66,4.0,6.5,Circle
11.5,3.78,3.41,4.1,6.53,Circle
11.6,3.71,3.12,4.14,6.38,Circle
11.6,3.57,2.74,4.07,6.07,Circle
11.6,3.57,2.19,3.91,5.73,Circle
11.6,3.65,1.69,3.65,5.43,Circle
11.6,3.74,1.22,3.45,5.24,Circle
11.6,3.82,0.768,3.25,5.07,Circle
11.6,3.87,0.439,2.97,4.9,Circle
11.6,3.79,0.131,2.67,4.64,Circle
11.6,3.66,-0.202,2.37,4.37,Circle
11.6,3.69,-0.573,2.12,4.3,Circle
11.7,3.98,-0.938,2.03,4.57,Circle
11.7,4.44,-1.11,2.01,5.0,Circle
11.7,4.94,-1.11,2.03,5.45,Circle
11.7,5.25,-1.13,2.07,5.75,Circle
11.7,5.34,-1.26,2.19,5.91,Circle
11.7,5.4,-1.51,2.3,6.06,Circle
11.7,5.3,-1.75,2.31,6.04,Circle
11.7,5.13,-2.05,2.22,5.96,Circle
11.7,4.81,-2.32,1.95,5.68,Circle
11.7,4.32,-2.59,1.57,5.27,Circle
11.8,3.93,-2.79,1.28,4.99,Circle
11.8,3.74,-2.99,1.2,4.94,Circle
11.8,3.59,-3.16,1.26,4.94,Circle
11.8,3.33,-3.23,1.38,4.84,Circle
11.8,3.06,-3.45,1.52,4.85,Circle
11.8,3.04,-3.56,1.47,4.91,Circle
11.8,3.2,-3.68,1.32,5.05,Circle
11.8,3.18,-3.85,1.11,5.12,Circle
11.8,2.77,-3.96,0.857,4.91,Circle
11.8,2.49,-4.09,0.594,4.83,Circle
11.9,2.5,-4.29,0.463,4.99,Circle
11.9,2.31,-4.38,0.498,4.98,Circle
11.9,1.99,-4.27,0.563,4.74,Circle
11.9,1.96,-4.18,0.668,4.66,Circle
11.9,2.28,-4.16,0.589,4.78,Circle
11.9,2.57,-4.16,0.474,4.92,Circle
11.9,2.47,-4.2,0.36,4.88,Circle
11.9,1.99,-4.3,0.247,4.74,Circle
11.9,1.39,-4.38,0.188,4.6,Circle
11.9,0.764,-4.42,0.126,4.49,Circle
12.0,0.193,-4.4,0.0411,4.41,Circle
12.0,-0.153,-4.43,-0.0895,4.43,Circle
12.0,-0.416,-4.49,-0.214,4.51,Circle
12.0,-0.778,-4.46,-0.27,4.53,Circle
12.0,-1.25,-4.43,-0.299,4.61,Circle
12.0,-1.7,-4.35,-0.265,4.68,Circle
12.0,-2.09,-4.36,-0.174,4.84,Circle
12.0,-2.41,-4.44,-0.0407,5.05,Circle
12.0,-2.57,-4.53,0.0525,5.21,Circle
12.0,-2.63,-4.52,0.0086,5.23,Circle
12.1,-2.76,-4.35,-0.157,5.15,Circle
12.1,-3.05,-4.17,-0.35,5.18,Circle
12.1,-3.41,-4.03,-0.577,5.31,Circle
12.1,-3.81,-3.94,-0.735,5.53,Circle
12.1,-4.26,-3.97,-0.664,5.86,Circle
12.1,-4.52,-3.94,-0.509,6.02,Circle
12.1,-4.58,-3.74,-0.437,5.93,Circle
12.1,-4.53,-3.37,-0.479,5.67,Circle
12.1,-4.43,-2.99,-0.626,5.38,Circle
12.1,-4.58,-2.62,-0.84,5.34,Circle
12.2,-4.81,-2.34,-0.792,5.41,Circle
12.2,-4.84,-2.35,-0.445,5.4,Circle
12.2,-4.68,-2.32,-0.0234,5.23,Circle
12.2,-4.59,-2.0,0.157,5.01,Circle
12.2,-4.52,-1.44,0.0504,4.74,Circle
12.2,-4.52,-0.899,-0.106,4.61,Circle
12.2,-4.56,-0.723,-0.156,4.62,Circle
12.2,-4.72,-0.794,0.00867,4.79,Circle
12.2,-5.06,-0.767,0.211,5.12,Circle
12.2,-5.41,-0.362,0.241,5.42,Circle
12.3,-5.54,0.203,0.072,5.55,Circle
12.3,-5.43,0.463,-0.0432,5.45,Circle
12.3,-5.17,0.623,-0.0109,5.2,Circle
12.3,-5.09,0.847,0.0595,5.16,Circle
12.3,-5.26,1.16,0.43,5.4,Circle
12.3,-5.2,1.61,0.959,5.53,Circle
12.3,-4.96,1.65,1.36,5.4,Circle
12.3,-5.06,1.4,1.42,5.44,Circle
12.3,-5.71,1.18,1.06,5.92,Circle
12.3,-6.3,1.4,0.395,6.47,Circle
12.4,-5.81,1.99,-0.156,6.15,Circle
12.4,-4.8,2.56,-0.138,5.44,Circle
12.4,-3.66,3.02,0.271,4.75,Circle
12.4,-2.82,3.24,0.949,4.4,Circle
12.4,-2.44,3.44,1.66,4.54,Circle
12.4,-2.24,3.63,2.12,4.76,Circle
12.4,-2.23,3.67,2.22,4.83,Circle
12.4,-2.14,3.89,1.93,4.85,Circle
12.4,-1.46,4.14,1.56,4.66,Circle
12.4,-0.767,4.14,1.52,4.48,Circle
12.5,-0.524,4.21,1.87,4.64,Circle
12.5,-0.61,4.12,2.46,4.84,Circle
12.5,-0.713,3.92,2.83,4.89,Circle
12.5,-0.429,4.03,2.62,4.83,Circle
12.5,0.392,4.22,2.2,4.78,Circle
12.5,1.29,4.15,2.12,4.84,Circle
12.5,1.6,3.91,2.26,4.8,Circle
12.5,1.42,3.75,2.39,4.67,Circle
12.5,1.11,3.54,2.46,4.45,Circle
12.5,0.973,3.27,2.49,4.22,Circle
12.6,0.996,3.13,2.59,4.18,Circle
12.6,1.18,2.99,2.61,4.14,Circle
12.6,1.3,2.8,2.61,4.04,Circle
12.6,1.22,2.61,2.57,3.86,Circle
12.6,1.21,2.47,2.38,3.64,Circle
12.6,1.72,2.58,2.27,3.84,Circle
12.6,2.63,2.77,2.41,4.52,Circle
12.6,3.45,2.86,2.78,5.27,Circle
12.6,4.04,2.79,3.25,5.89,Circle
12.6,4.49,2.67,3.56,6.32,Circle
12.7,4.58,2.36,3.49,6.22,Circle
12.7,4.45,2.07,3.07,5.79,Circle
12.7,4.22,1.92,2.55,5.29,Circle
12.7,3.91,1.69,2.27,4.82,Circle
12.7,3.68,1.27,2.34,4.54,Circle
12.7,3.6,0.718,2.5,4.44,Circle
12.7,3.57,0.285,2.45,4.34,Circle
12.7,3.7,0.245,2.21,4.32,Circle
12.7,3.98,0.364,2.0,4.47,Circle
12.7,4.49,0.395,1.96,4.91,Circle
12.8,5.25,0.292,2.1,5.66,Circle
12.8,5.87,0.0699,2.36,6.33,Circle
12.8,6.24,-0.102,2.53,6.73,Circle
12.8,6.23,-0.409,2.63,6.77,Circle
12.8,5.8,-0.781,2.56,6.39,Circle
12.8,5.14,-1.17,2.26,5.73,Circle
12.8,4.74,-1.59,1.74,5.29,Circle
12.8,4.66,-1.99,1.33,5.24,Circle
12.8,4.68,-2.34,1.11,5.35,Circle
12.8,4.44,-2.6,1.17,5.27,Circle
12.9,3.92,-2.73,1.48,5.0,Circle
12.9,3.43,-2.88,1.73,4.8,Circle
12.9,3.12,-3.1,1.74,4.73,Circle
12.9,2.98,-3.37,1.52,4.75,Circle
12.9,2.84,-3.65,1.29,4.8,Circle
12.9,2.54,-3.85,1.06,4.73,Circle
12.9,2.27,-4.04,0.833,4.71,Circle
12.9,2.08,-4.32,0.708,4.85,Circle
12.9,1.92,-4.56,0.542,4.97,Circle
12.9,1.8,-4.72,0.282,5.06,Circle
13.0,1.56,-4.89,0.038,5.13,Circle
13.0,0.969,-5.04,-0.0599,5.13,Circle
13.0,0.272,-5.18,-0.13,5.19,Circle
13.0,-0.401,-5.25,-0.106,5.26,Circle
13.0,-0.873,-5.26,-0.102,5.34,Circle
13.0,-1.14,-5.21,-0.108,5.33,Circle
13.0,-1.13,-5.03,-0.0687,5.16,Circle
13.0,-0.979,-4.73,0.112,4.83,Circle
13.0,-0.884,-4.45,0.333,4.55,Circle
13.0,-0.971,-4.35,0.379,4.47,Circle
13.1,-1.14,-4.42,0.172,4.56,Circle
13.1,-1.33,-4.6,-0.324,4.8,Circle
13.1,-1.54,-4.82,-0.878,5.14,Circle
13.1,-1.76,-4.99,-1.3,5.45,Circle
13.1,-1.96,-5.02,-1.51,5.59,Circle
13.1,-2.23,-4.89,-1.53,5.59,Circle
13.1,-2.62,-4.63,-1.48,5.52,Circle
13.1,-3.05,-4.37,-1.39,5.51,Circle
13.1,-3.32,-4.22,-1.25,5.51,Circle
13.2,-3.28,-4.06,-1.02,5.31,Circle
13.2,-3.08,-3.92,-0.75,5.04,Circle
13.2,-3.03,-3.71,-0.56,4.82,Circle
13.2,-3.2,-3.4,-0.56,4.7,Circle
13.2,-3.63,-3.15,-0.7,4.86,Circle
13.2,-4.23,-2.88,-0.881,5.19,Circle
13.2,-5.04,-2.67,-0.862,5.76,Circle
13.2,-5.66,-2.35,-0.587,6.15,Circle
13.2,-5.56,-2.0,-0.229,5.91,Circle
13.2,-4.81,-1.66,0.287,5.1,Circle
13.3,-3.9,-1.15,0.794,4.15,Circle
13.3,-3.28,-0.613,1.14,3.53,Circle
13.3,-3.15,-0.246,1.22,3.38,Circle
13.3,-3.81,0.0143,1.06,3.95,Circle
13.3,-5.11,-0.0516,0.773,5.17,Circle
13.3,-5.87,-0.0108,0.292,5.88,Circle
13.3,-5.55,0.195,0.0238,5.55,Circle
13.3,-4.83,0.609,0.0652,4.87,Circle
13.3,-4.52,1.07,0.552,4.68,Circle
13.3,-4.68,1.51,1.22,5.07,Circle
13.4,-4.7,1.96,1.61,5.33,Circle
13.4,-4.61,1.96,1.58,5.25,Circle
13.4,-4.8,1.75,1.27,5.27,Circle
13.4,-5.12,1.72,0.876,5.47,Circle
13.4,-5.3,1.8,0.617,5.63,Circle
13.4,-4.71,2.11,0.571,5.19,Circle
13.4,-3.86,2.34,0.893,4.6,Circle
13.4,-3.19,2.64,1.45,4.39,Circle
13.4,-2.66,2.98,1.84,4.4,Circle
13.4,-2.54,3.28,1.92,4.57,Circle
13.5,-2.62,3.51,1.53,4.64,Circle
13.5,-3.02,3.3,1.02,4.59,Circle
13.5,-3.48,3.13,0.808,4.75,Circle
13.5,-3.13,3.16,0.876,4.53,Circle
13.5,-2.09,3.34,1.22,4.12,Circle
13.5,-0.773,3.74,1.69,4.18,Circle
13.5,0.368,4.13,2.27,4.73,Circle
13.5,0.946,4.35,2.78,5.24,Circle
13.5,0.948,4.29,2.98,5.31,Circle
